Character,Simulation,Avg_Steps,Total_Dead,Total_Cured,Total_Infected,Dead_1,Cured_1,Infected_1,Dead_2,Cured_2,Infected_2,Dead_3,Cured_3,Infected_3,Dead_4,Cured_4,Infected_4,Dead_5,Cured_5,Infected_5,Dead_6,Cured_6,Infected_6,Dead_7,Cured_7,Infected_7,Dead_8,Cured_8,Infected_8,Dead_9,Cured_9,Infected_9,Dead_10,Cured_10,Infected_10,Dead_11,Cured_11,Infected_11,Dead_12,Cured_12,Infected_12,Dead_13,Cured_13,Infected_13,Dead_14,Cured_14,Infected_14,Dead_15,Cured_15,Infected_15,Dead_16,Cured_16,Infected_16,Dead_17,Cured_17,Infected_17,Dead_18,Cured_18,Infected_18,Dead_19,Cured_19,Infected_19,Dead_20,Cured_20,Infected_20,Dead_21,Cured_21,Infected_21,Dead_22,Cured_22,Infected_22,Dead_23,Cured_23,Infected_23,Dead_24,Cured_24,Infected_24,Dead_25,Cured_25,Infected_25,Dead_26,Cured_26,Infected_26,Dead_27,Cured_27,Infected_27,Dead_28,Cured_28,Infected_28,Dead_29,Cured_29,Infected_29,Dead_30,Cured_30,Infected_30,Dead_31,Cured_31,Infected_31,Dead_32,Cured_32,Infected_32,Dead_33,Cured_33,Infected_33,Dead_34,Cured_34,Infected_34,Dead_35,Cured_35,Infected_35,Dead_36,Cured_36,Infected_36,Dead_37,Cured_37,Infected_37,Dead_38,Cured_38,Infected_38,Dead_39,Cured_39,Infected_39,Dead_40,Cured_40,Infected_40,Dead_41,Cured_41,Infected_41,Dead_42,Cured_42,Infected_42,Dead_43,Cured_43,Infected_43,Dead_44,Cured_44,Infected_44,Dead_45,Cured_45,Infected_45,Dead_46,Cured_46,Infected_46,Dead_47,Cured_47,Infected_47,Dead_48,Cured_48,Infected_48,Dead_49,Cured_49,Infected_49,Dead_50,Cured_50,Infected_50,Dead_51,Cured_51,Infected_51,Etichetta,Dead_52,Cured_52,Infected_52,Dead_53,Cured_53,Infected_53,Dead_54,Cured_54,Infected_54,Dead_55,Cured_55,Infected_55,Dead_56,Cured_56,Infected_56,Dead_57,Cured_57,Infected_57
Tallad,1,29,39,672,875,0,0,1,0,0,3,0,0,6,0,0,8,0.0,2.0,26.0,0.0,3.0,121.0,0.0,3.0,295.0,0.0,7.0,459.0,1.0,45.0,523.0,8.0,127.0,501.0,12.0,211.0,443.0,19.0,313.0,349.0,27.0,403.0,266.0,31.0,485.0,187.0,32.0,544.0,131.0,35.0,579.0,94.0,35.0,608.0,66.0,36.0,626.0,48.0,37.0,633.0,41.0,37.0,645.0,29.0,39.0,651.0,21.0,39.0,659.0,13.0,39.0,664.0,8.0,39.0,666.0,6.0,39.0,667.0,5.0,39.0,668.0,4.0,39.0,670.0,2.0,39.0,671.0,1.0,39.0,671.0,1.0,39.0,672.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Bonifer-Hasty,1,24,42,668,906,0,0,1,0,0,2,0,0,26,0,0,90,0.0,1.0,203.0,0.0,9.0,373.0,1.0,31.0,493.0,5.0,79.0,525.0,8.0,161.0,484.0,14.0,272.0,395.0,23.0,370.0,303.0,30.0,441.0,233.0,33.0,511.0,162.0,37.0,552.0,119.0,40.0,595.0,73.0,41.0,621.0,48.0,41.0,639.0,30.0,41.0,649.0,20.0,41.0,656.0,13.0,41.0,662.0,7.0,42.0,663.0,5.0,42.0,664.0,4.0,42.0,665.0,3.0,42.0,667.0,1.0,42.0,668.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Tanda-Stokeworth,1,30,54,637,887,0,0,1,0,0,2,0,0,5,0,0,36,1.0,0.0,170.0,2.0,1.0,347.0,3.0,11.0,471.0,7.0,53.0,507.0,21.0,141.0,462.0,27.0,246.0,387.0,35.0,345.0,293.0,43.0,418.0,223.0,45.0,475.0,168.0,47.0,516.0,126.0,49.0,548.0,93.0,49.0,572.0,70.0,50.0,586.0,55.0,50.0,605.0,36.0,51.0,610.0,30.0,53.0,615.0,23.0,54.0,621.0,16.0,54.0,622.0,15.0,54.0,623.0,14.0,54.0,626.0,11.0,54.0,628.0,9.0,54.0,630.0,7.0,54.0,631.0,6.0,54.0,633.0,4.0,54.0,635.0,2.0,54.0,636.0,1.0,54.0,637.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Cellador,1,32,52,659,903,0,0,1,0,0,2,0,0,6,0,0,37,0.0,0.0,97.0,0.0,3.0,240.0,0.0,12.0,386.0,2.0,37.0,456.0,6.0,105.0,478.0,15.0,188.0,436.0,17.0,288.0,360.0,27.0,381.0,275.0,33.0,440.0,219.0,36.0,494.0,170.0,40.0,530.0,133.0,43.0,567.0,97.0,45.0,594.0,68.0,47.0,614.0,47.0,49.0,625.0,37.0,50.0,639.0,22.0,50.0,643.0,18.0,51.0,648.0,12.0,51.0,653.0,7.0,51.0,655.0,5.0,51.0,657.0,3.0,51.0,657.0,3.0,51.0,658.0,2.0,51.0,658.0,2.0,51.0,658.0,2.0,51.0,658.0,2.0,51.0,658.0,2.0,51.0,659.0,1.0,52.0,659.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Othell-Yarwyck,1,31,48,644,877,0,0,1,0,0,6,0,0,17,0,0,97,0.0,4.0,280.0,0.0,7.0,437.0,6.0,34.0,514.0,12.0,104.0,486.0,22.0,202.0,423.0,28.0,308.0,328.0,30.0,396.0,253.0,35.0,448.0,206.0,39.0,514.0,137.0,42.0,552.0,98.0,45.0,575.0,72.0,47.0,595.0,50.0,47.0,612.0,33.0,47.0,615.0,30.0,47.0,622.0,23.0,47.0,627.0,18.0,48.0,634.0,10.0,48.0,638.0,6.0,48.0,640.0,4.0,48.0,642.0,2.0,48.0,642.0,2.0,48.0,642.0,2.0,48.0,642.0,2.0,48.0,643.0,1.0,48.0,643.0,1.0,48.0,643.0,1.0,48.0,643.0,1.0,48.0,644.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Tormund,1,31,34,689,927,0,0,1,0,0,4,0,0,15,0,1,73,0.0,1.0,208.0,1.0,6.0,391.0,2.0,21.0,506.0,8.0,68.0,539.0,15.0,162.0,487.0,19.0,280.0,392.0,21.0,369.0,318.0,25.0,453.0,236.0,27.0,520.0,171.0,27.0,560.0,132.0,29.0,600.0,90.0,31.0,627.0,62.0,32.0,646.0,44.0,32.0,659.0,32.0,32.0,667.0,24.0,33.0,677.0,13.0,34.0,682.0,7.0,34.0,685.0,4.0,34.0,685.0,4.0,34.0,685.0,4.0,34.0,685.0,4.0,34.0,686.0,3.0,34.0,686.0,3.0,34.0,687.0,2.0,34.0,688.0,1.0,34.0,688.0,1.0,34.0,688.0,1.0,34.0,689.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Wick-Whittlestick,1,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Brynden-Rivers,1,33,42,647,893,0,0,1,0,0,2,0,0,3,0,1,7,0.0,1.0,33.0,0.0,2.0,162.0,0.0,3.0,332.0,2.0,13.0,466.0,5.0,47.0,524.0,13.0,127.0,479.0,20.0,225.0,406.0,27.0,316.0,321.0,34.0,384.0,261.0,36.0,464.0,185.0,38.0,517.0,130.0,38.0,553.0,95.0,39.0,580.0,69.0,39.0,596.0,53.0,41.0,613.0,35.0,41.0,626.0,22.0,42.0,630.0,17.0,42.0,637.0,10.0,42.0,639.0,8.0,42.0,643.0,4.0,42.0,643.0,4.0,42.0,644.0,3.0,42.0,645.0,2.0,42.0,645.0,2.0,42.0,646.0,1.0,42.0,646.0,1.0,42.0,646.0,1.0,42.0,646.0,1.0,42.0,646.0,1.0,42.0,647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Chayle,1,30,44,669,909,0,0,1,0,0,1,0,0,1,0,0,1,1.0,0.0,1.0,1.0,0.0,11.0,1.0,0.0,72.0,1.0,0.0,246.0,1.0,4.0,401.0,1.0,20.0,505.0,6.0,94.0,503.0,11.0,187.0,450.0,18.0,268.0,385.0,21.0,354.0,310.0,23.0,433.0,236.0,31.0,489.0,178.0,35.0,547.0,125.0,35.0,576.0,98.0,38.0,597.0,76.0,39.0,616.0,56.0,42.0,632.0,37.0,42.0,639.0,30.0,42.0,651.0,18.0,44.0,654.0,14.0,44.0,656.0,12.0,44.0,661.0,8.0,44.0,663.0,6.0,44.0,667.0,2.0,44.0,667.0,2.0,44.0,668.0,1.0,44.0,669.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Cley-Cerwyn,1,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Coldhands,1,29,35,683,929,0,0,1,0,0,1,0,0,1,0,1,1,0.0,1.0,13.0,0.0,1.0,61.0,0.0,1.0,236.0,1.0,5.0,411.0,1.0,25.0,511.0,5.0,84.0,517.0,9.0,185.0,456.0,15.0,286.0,370.0,20.0,374.0,290.0,22.0,449.0,224.0,26.0,510.0,168.0,29.0,555.0,127.0,31.0,583.0,99.0,32.0,609.0,74.0,34.0,626.0,58.0,34.0,637.0,47.0,34.0,653.0,31.0,34.0,661.0,23.0,34.0,673.0,11.0,34.0,676.0,8.0,35.0,681.0,2.0,35.0,682.0,1.0,35.0,682.0,1.0,35.0,682.0,1.0,35.0,682.0,1.0,35.0,683.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Donella-Hornwood,1,31,42,654,918,0,0,1,0,0,2,0,0,15,0,0,86,0.0,1.0,250.0,1.0,7.0,418.0,4.0,26.0,511.0,6.0,92.0,506.0,9.0,183.0,451.0,19.0,300.0,348.0,22.0,376.0,285.0,27.0,437.0,225.0,31.0,492.0,170.0,32.0,546.0,117.0,35.0,576.0,84.0,37.0,604.0,55.0,40.0,623.0,33.0,40.0,632.0,24.0,41.0,636.0,19.0,41.0,642.0,13.0,41.0,646.0,9.0,42.0,649.0,5.0,42.0,650.0,4.0,42.0,650.0,4.0,42.0,652.0,2.0,42.0,653.0,1.0,42.0,653.0,1.0,42.0,653.0,1.0,42.0,653.0,1.0,42.0,653.0,1.0,42.0,653.0,1.0,42.0,654.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Hali,1,25,56,645,886,0,0,1,0,0,1,0,0,1,0,0,2,0.0,0.0,9.0,0.0,1.0,64.0,0.0,1.0,239.0,0.0,6.0,390.0,3.0,22.0,491.0,6.0,89.0,498.0,16.0,188.0,434.0,25.0,285.0,357.0,36.0,363.0,281.0,38.0,448.0,199.0,42.0,505.0,144.0,49.0,547.0,101.0,50.0,570.0,78.0,51.0,599.0,51.0,54.0,617.0,30.0,54.0,625.0,22.0,55.0,630.0,16.0,55.0,634.0,12.0,56.0,640.0,5.0,56.0,642.0,3.0,56.0,642.0,3.0,56.0,645.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Hallis-Mollen,1,24,39,655,918,0,0,1,0,0,4,0,0,18,0,1,103,0.0,2.0,276.0,0.0,4.0,428.0,3.0,36.0,518.0,6.0,106.0,493.0,11.0,216.0,425.0,22.0,322.0,327.0,29.0,402.0,250.0,31.0,468.0,188.0,32.0,521.0,138.0,34.0,556.0,103.0,35.0,590.0,68.0,36.0,612.0,46.0,37.0,622.0,35.0,38.0,633.0,23.0,38.0,641.0,15.0,38.0,646.0,10.0,38.0,651.0,5.0,39.0,652.0,3.0,39.0,652.0,3.0,39.0,654.0,1.0,39.0,655.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Hodor,1,30,65,634,890,0,0,1,0,0,3,0,0,10,0,0,41,0.0,1.0,167.0,1.0,4.0,335.0,1.0,15.0,470.0,7.0,62.0,508.0,17.0,144.0,475.0,26.0,239.0,398.0,31.0,322.0,327.0,38.0,413.0,240.0,45.0,482.0,169.0,49.0,532.0,115.0,53.0,563.0,82.0,59.0,582.0,57.0,59.0,604.0,36.0,61.0,616.0,22.0,62.0,620.0,17.0,64.0,622.0,13.0,65.0,624.0,10.0,65.0,627.0,7.0,65.0,627.0,7.0,65.0,630.0,4.0,65.0,632.0,2.0,65.0,633.0,1.0,65.0,633.0,1.0,65.0,633.0,1.0,65.0,633.0,1.0,65.0,633.0,1.0,65.0,634.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Howland-Reed,1,25,51,658,906,0,0,1,0,0,2,0,0,20,0,1,105,0.0,1.0,295.0,0.0,5.0,457.0,2.0,28.0,531.0,12.0,99.0,510.0,22.0,206.0,434.0,31.0,309.0,344.0,36.0,397.0,261.0,41.0,461.0,198.0,43.0,514.0,147.0,47.0,540.0,119.0,48.0,570.0,90.0,49.0,601.0,59.0,50.0,620.0,39.0,50.0,631.0,28.0,50.0,645.0,14.0,50.0,651.0,8.0,50.0,655.0,4.0,50.0,656.0,3.0,51.0,657.0,1.0,51.0,657.0,1.0,51.0,657.0,1.0,51.0,658.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Hullen,1,25,35,669,912,0,0,1,0,0,2,0,0,8,0,0,62,0.0,0.0,227.0,0.0,3.0,383.0,0.0,28.0,484.0,2.0,88.0,493.0,7.0,174.0,456.0,13.0,275.0,375.0,18.0,360.0,301.0,23.0,437.0,230.0,26.0,509.0,163.0,27.0,552.0,120.0,28.0,585.0,86.0,31.0,610.0,61.0,31.0,631.0,40.0,32.0,638.0,34.0,32.0,650.0,22.0,34.0,655.0,15.0,34.0,659.0,11.0,35.0,664.0,5.0,35.0,667.0,2.0,35.0,667.0,2.0,35.0,668.0,1.0,35.0,669.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Jon-Umber-(Greatjon),1,23,41,636,879,0,0,1,0,0,5,0,0,52,0,0,213,0.0,2.0,374.0,0.0,17.0,488.0,1.0,71.0,504.0,6.0,176.0,442.0,15.0,276.0,361.0,19.0,369.0,273.0,28.0,436.0,208.0,31.0,498.0,147.0,34.0,540.0,103.0,36.0,571.0,70.0,38.0,599.0,40.0,39.0,610.0,28.0,39.0,616.0,22.0,39.0,622.0,16.0,40.0,628.0,9.0,41.0,632.0,4.0,41.0,632.0,4.0,41.0,633.0,3.0,41.0,634.0,2.0,41.0,636.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Joseth,1,29,45,660,902,0,0,1,0,0,1,0,0,1,0,0,2,0.0,0.0,7.0,0.0,0.0,72.0,0.0,1.0,226.0,0.0,1.0,388.0,2.0,18.0,506.0,6.0,68.0,537.0,9.0,172.0,470.0,13.0,287.0,377.0,20.0,365.0,299.0,29.0,438.0,228.0,33.0,508.0,156.0,37.0,558.0,103.0,40.0,589.0,73.0,42.0,611.0,49.0,42.0,628.0,35.0,42.0,634.0,29.0,43.0,646.0,16.0,44.0,650.0,11.0,44.0,652.0,9.0,44.0,655.0,6.0,44.0,657.0,4.0,44.0,659.0,2.0,44.0,660.0,1.0,44.0,660.0,1.0,44.0,660.0,1.0,45.0,660.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Leaf,1,24,47,656,886,0,0,1,0,0,2,0,0,5,0,0,21,0.0,1.0,89.0,0.0,4.0,239.0,0.0,7.0,400.0,3.0,31.0,499.0,7.0,103.0,489.0,12.0,187.0,440.0,20.0,276.0,365.0,27.0,362.0,285.0,35.0,434.0,213.0,37.0,493.0,158.0,40.0,531.0,122.0,41.0,564.0,91.0,42.0,591.0,68.0,43.0,607.0,51.0,43.0,623.0,36.0,45.0,630.0,27.0,46.0,646.0,11.0,46.0,650.0,7.0,46.0,651.0,6.0,47.0,654.0,2.0,47.0,656.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Meera-Reed,1,28,33,655,865,0,0,1,0,0,4,0,0,20,0,0,87,0.0,4.0,232.0,0.0,10.0,397.0,2.0,36.0,498.0,5.0,91.0,507.0,8.0,179.0,458.0,11.0,293.0,359.0,16.0,379.0,278.0,20.0,445.0,213.0,23.0,495.0,166.0,24.0,529.0,133.0,25.0,562.0,99.0,26.0,597.0,63.0,27.0,608.0,51.0,28.0,621.0,39.0,31.0,635.0,22.0,31.0,639.0,18.0,31.0,644.0,13.0,33.0,648.0,7.0,33.0,651.0,4.0,33.0,652.0,3.0,33.0,653.0,2.0,33.0,653.0,2.0,33.0,653.0,2.0,33.0,654.0,1.0,33.0,655.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Osha,1,31,50,644,892,0,0,1,0,0,3,0,0,15,0,0,57,0.0,0.0,211.0,1.0,5.0,383.0,4.0,26.0,485.0,10.0,79.0,509.0,14.0,167.0,456.0,22.0,268.0,365.0,27.0,339.0,301.0,31.0,421.0,228.0,37.0,476.0,172.0,43.0,523.0,124.0,45.0,552.0,95.0,45.0,584.0,63.0,47.0,616.0,31.0,48.0,627.0,19.0,50.0,634.0,10.0,50.0,636.0,8.0,50.0,639.0,5.0,50.0,641.0,3.0,50.0,642.0,2.0,50.0,643.0,1.0,50.0,643.0,1.0,50.0,643.0,1.0,50.0,643.0,1.0,50.0,643.0,1.0,50.0,643.0,1.0,50.0,643.0,1.0,50.0,643.0,1.0,50.0,644.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Poxy-Tym,1,33,47,647,888,0,0,1,0,0,1,0,0,2,0,1,16,0.0,1.0,106.0,0.0,2.0,304.0,0.0,4.0,439.0,2.0,28.0,533.0,10.0,105.0,508.0,16.0,190.0,447.0,17.0,285.0,376.0,30.0,375.0,282.0,32.0,457.0,203.0,36.0,522.0,135.0,39.0,569.0,85.0,41.0,592.0,60.0,42.0,609.0,43.0,43.0,625.0,26.0,44.0,636.0,14.0,46.0,639.0,9.0,46.0,641.0,7.0,46.0,642.0,6.0,46.0,643.0,5.0,47.0,644.0,3.0,47.0,644.0,3.0,47.0,645.0,2.0,47.0,645.0,2.0,47.0,645.0,2.0,47.0,645.0,2.0,47.0,646.0,1.0,47.0,646.0,1.0,47.0,646.0,1.0,47.0,646.0,1.0,47.0,647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Reek,1,34,52,651,911,0,0,1,0,0,1,0,0,2,0,0,6,0.0,0.0,31.0,0.0,0.0,129.0,0.0,1.0,311.0,1.0,9.0,439.0,1.0,44.0,491.0,5.0,108.0,492.0,13.0,193.0,433.0,18.0,286.0,362.0,26.0,386.0,276.0,36.0,447.0,210.0,42.0,492.0,165.0,43.0,540.0,117.0,46.0,576.0,80.0,48.0,601.0,53.0,48.0,606.0,48.0,49.0,618.0,36.0,51.0,626.0,26.0,51.0,634.0,18.0,51.0,637.0,15.0,51.0,645.0,7.0,51.0,647.0,5.0,51.0,649.0,3.0,51.0,649.0,3.0,52.0,649.0,2.0,52.0,649.0,2.0,52.0,649.0,2.0,52.0,649.0,2.0,52.0,649.0,2.0,52.0,649.0,2.0,52.0,650.0,1.0,52.0,651.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Rickard-Stark,1,31,40,650,877,0,0,1,0,0,2,0,0,16,0,1,121,0.0,2.0,292.0,0.0,2.0,441.0,2.0,35.0,531.0,7.0,107.0,507.0,12.0,201.0,433.0,20.0,306.0,342.0,24.0,385.0,270.0,27.0,460.0,200.0,30.0,517.0,143.0,35.0,558.0,97.0,36.0,588.0,66.0,37.0,604.0,49.0,37.0,614.0,39.0,37.0,622.0,31.0,38.0,632.0,20.0,38.0,637.0,15.0,39.0,640.0,11.0,39.0,643.0,8.0,39.0,648.0,3.0,39.0,648.0,3.0,39.0,648.0,3.0,39.0,648.0,3.0,40.0,649.0,1.0,40.0,649.0,1.0,40.0,649.0,1.0,40.0,649.0,1.0,40.0,649.0,1.0,40.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Stafford-Lannister,1,30,40,665,911,0,0,1,0,0,3,0,0,28,0,0,135,0.0,0.0,309.0,1.0,9.0,440.0,4.0,53.0,497.0,11.0,130.0,479.0,19.0,232.0,406.0,23.0,339.0,312.0,28.0,427.0,232.0,32.0,492.0,173.0,32.0,537.0,133.0,36.0,574.0,94.0,37.0,604.0,63.0,38.0,626.0,41.0,38.0,639.0,28.0,39.0,644.0,22.0,39.0,651.0,15.0,39.0,654.0,12.0,39.0,658.0,8.0,39.0,660.0,6.0,40.0,661.0,4.0,40.0,662.0,3.0,40.0,663.0,2.0,40.0,663.0,2.0,40.0,664.0,1.0,40.0,664.0,1.0,40.0,664.0,1.0,40.0,664.0,1.0,40.0,665.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Stiv,1,30,50,627,882,0,0,1,0,0,1,0,0,2,0,0,17,0.0,0.0,88.0,0.0,0.0,253.0,0.0,9.0,401.0,2.0,40.0,475.0,4.0,107.0,463.0,10.0,202.0,399.0,18.0,296.0,329.0,24.0,362.0,268.0,33.0,430.0,200.0,39.0,479.0,152.0,41.0,526.0,106.0,45.0,553.0,76.0,45.0,575.0,56.0,47.0,591.0,38.0,47.0,605.0,25.0,49.0,612.0,16.0,49.0,615.0,13.0,49.0,623.0,5.0,49.0,624.0,4.0,49.0,624.0,4.0,50.0,625.0,2.0,50.0,625.0,2.0,50.0,625.0,2.0,50.0,625.0,2.0,50.0,625.0,2.0,50.0,626.0,1.0,50.0,627.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Walder-Frey-(son-of-Jammos),1,29,41,654,875,0,0,1,0,0,2,0,0,3,0,1,21,0.0,1.0,53.0,1.0,1.0,199.0,2.0,8.0,357.0,4.0,19.0,499.0,8.0,80.0,516.0,12.0,159.0,479.0,13.0,263.0,392.0,21.0,344.0,313.0,26.0,421.0,237.0,28.0,489.0,173.0,30.0,533.0,129.0,32.0,563.0,97.0,37.0,592.0,64.0,38.0,609.0,47.0,38.0,620.0,37.0,40.0,629.0,26.0,40.0,638.0,17.0,41.0,642.0,12.0,41.0,644.0,10.0,41.0,647.0,7.0,41.0,649.0,5.0,41.0,651.0,3.0,41.0,652.0,2.0,41.0,652.0,2.0,41.0,652.0,2.0,41.0,654.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Walder-Frey-(son-of-Merrett),1,36,40,647,887,0,0,1,0,0,3,0,0,15,0,0,100,0.0,1.0,311.0,0.0,6.0,477.0,2.0,30.0,546.0,9.0,104.0,520.0,14.0,205.0,439.0,18.0,301.0,355.0,23.0,390.0,266.0,27.0,462.0,194.0,31.0,514.0,139.0,35.0,549.0,101.0,36.0,574.0,76.0,37.0,595.0,54.0,37.0,608.0,42.0,37.0,617.0,33.0,38.0,627.0,22.0,39.0,637.0,11.0,39.0,640.0,8.0,40.0,643.0,4.0,40.0,645.0,2.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,646.0,1.0,40.0,647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Brandon-Norrey,1,5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
